"Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,23,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu197",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,86,2731,99,615,62,19,19,13,0,2,3,0,1,2,1,0,0,0,0,0,0
"Zotu1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,3,1,5,0,3,0,0,0,0,0,0,0,8,7,13,0,0,9
"Zotu1974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,35,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,1014,2862,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1982",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,0,7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
"Zotu1985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1987",0,87,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,7,16,4,0,1,20,24,16,0,0,2,0,1,2,1,5,4,8,7,14,3
"Zotu1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,2,48,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Zotu1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1992",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,4,1,1,0,1,0,0,10,8,2,9,12,7,0,0,0,0,0,0
"Zotu1993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,20,10,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1996",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,6,5,6,0,0,0,3,2,0
"Zotu1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu1998",0,17,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2",0,10,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,34404,92601,24067,109456,23506,108158,153,64,40,0,3,0,0,0,0,0,117,132,46,277,24,35,52,216,63,138,66,221
"Zotu20",0,0,46,51,0,0,0,653,0,0,0,0,33,9,13,24,27,42,0,0,0,20,13,51,107,0,0,0,0,0,0,0,0,0,0,0,59,117,107,69,71,43,4790,19757,6931,21373,7161,15273
"Zotu200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,985,877,1718,816,1405,10,6,10,0,1,1,0,0,0,0,79,158,57,120,72,87,3,1,0,3,2,5
"Zotu2002",0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Zotu2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,12,2,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"Zotu2004",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,6,7,16,1,4,3,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0
"Zotu2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2008",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,7,15,11
"Zotu2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zotu2012",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,4,1,2,7,25,6,11,4,21
"Zotu2015",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,1,10,21,4,20,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"Zotu2018",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,25,3,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2019",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,4,11,17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2
"Zotu202",0,0,0,0,0,0,0,23,0,0,0,0,512,12,67,13,34,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,431,1015,311,174,387,467
"Zotu2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,17,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"Zotu2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,46,1,0,1,0,0,0,0,0,0,0
"Zotu2028",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu203",0,0,0,0,0,0,0,0,0,0,0,0,19,21,11,12,42,56,0,0,0,1,1,2,1814,1037,52,13,2,27,41,7,0,0,4,0,4,4,3,1,0,0,0,0,0,0,0,3
"Zotu2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,4,24,0,2,0,0,0,0,0,0
"Zotu2036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,6,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2037",45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20
"Zotu204",0,0,0,39,0,0,0,53,0,0,0,0,63,29,16,48,50,119,0,0,590,620,645,1005,764,919,0,0,0,0,0,0,0,0,0,0,24,36,17,32,21,30,27,95,33,95,65,144
"Zotu2040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,18,0,7,4,2,0,0,1,8,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0
"Zotu2047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,22,23,54,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu2049",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,4,7,8
"Zotu205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2766,1054,1452,737,0,0,1,0,0,1,131,124,757,54,0,0,0,0,0,0
"Zotu2051",0,0,17,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,2,6,6,1,17,22,81,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2055",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,8,9,10,4,8
"Zotu2058",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,23,0,4,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,8
"Zotu2060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Zotu2061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,2,2,13,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu2062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,9,5,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2066",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Zotu2067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,28,28,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1417,2713,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2073",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,1,0,10,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu2076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,1,0,0
"Zotu2086",0,0,21,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,3,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,6,4,8,1893,638,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,49,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2091",0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2095",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,17,6,14,0,1,0,0,0,2,0,0,1,0,1,0,0
"Zotu2098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,4,7,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu21",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,771,42,130,152,330,71,2157,0,23254,17488,4735,1851,1928,10916,1,164,0,1,1,1
"Zotu2103",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,27,10,0,4,9,2,24,22,10,0,12,0,0,0,0,0,9,0,0,1,0,0
"Zotu2108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2886,5,3,169,94,41,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,0
"Zotu2110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,18,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,5,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu2119",0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,24,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,19,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,25,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2127",0,0,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"Zotu213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,5079,9492,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Zotu2130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,16,4,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,36,1
"Zotu2133",0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39,8,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu2139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,24,3,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,404,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2140",0,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2141",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,10,4,3,3,6
"Zotu2142",0,0,0,5,0,0,0,1,0,0,0,0,6,1,4,0,8,5,0,0,4,0,9,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu2143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Zotu2144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,14,13,36,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu2148",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,0,2,10,11,28,0,1,0,10,9,11,0,0,0,0,0,0,0,0,1,0,1,0,0
"Zotu2153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,14,5,17,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu2154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,44,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
"Zotu2157",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2159",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,13,46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3,5,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2162",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2163",0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2164",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2165",0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2168",0,0,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu217",0,0,0,0,0,0,0,134,0,0,0,0,6,3,0,11,4,5,0,0,0,0,0,0,0,0,0,0,0,26,33,2,319,21,37,0,255,406,118,332,51,494,158,672,256,392,537,504
"Zotu2170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,14,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,3,12,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,9,0,1,0,0,0,0,0,0
"Zotu218",0,0,0,18,0,0,0,134,0,0,0,0,219,58,117,190,241,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,187,188,810,241,215,5,56,2,13,15,43
"Zotu2181",0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,4,26,6,14,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,0,0
"Zotu2183",1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2184",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,27,59,11,10,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2186",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,5,3,0,0,4,1,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
